"ID","tSS","tinf","tp","tc","Vp","Tp","Tc","Tincub","infected"
1,0,-6.21561104398688,-0.836852508649342,14.8645345416213,30.2486813412303,5.37875853533754,15.7013870502707,6.21561104398688,1
2,0,-4.90353700835195,1.17828672700912,15.3103367946259,23.6702888997782,6.08182373536107,14.1320500676167,4.90353700835195,1
3,0,-5.08203577193452,0.253749192997338,11.6085054165545,23.0513548042794,5.33578496493186,11.3547562235572,5.08203577193452,1
4,0,-5.17549070057205,1.15870639973141,19.364609954845,25.6688935433174,6.33419710030347,18.2059035551136,5.17549070057205,1
5,0,-6.47813142481804,-0.0715754528392631,16.6632340119893,27.8629588354359,6.40655597197878,16.7348094648286,6.47813142481804,1
6,0,-5.26474324306235,1.33595076015331,15.6334196188789,18.10965274629,6.60069400321565,14.2974688587256,5.26474324306235,1
7,0,-6.3348415534373,0.134661880703757,14.064227541038,25.7102631705969,6.46950343414105,13.9295656603343,6.3348415534373,1
8,0,-4.87034495064244,3.71469003536692,22.4727799594516,22.0603460519696,8.58503498600936,18.7580899240847,4.87034495064244,1
9,0,-4.23317927253228,0.956718589598789,16.2030441370577,25.9840290974747,5.18989786213107,15.2463255474589,4.23317927253228,1
10,0,-4.88982537953484,0.701727163225744,15.0000715826997,30.549717689037,5.59155254276058,14.298344419474,4.88982537953484,1
11,0,-4.68038862262795,1.40264569178443,19.2283560831459,22.7572869266824,6.08303431441238,17.8257103913615,4.68038862262795,1
12,0,-4.64026416656772,2.23338020230088,17.8515629461265,36.2731877113114,6.8736443688686,15.6181827438256,4.64026416656772,1
13,0,-4.95691682532893,0.510265534860162,16.4858875966259,31.4503348449683,5.46718236018909,15.9756220617658,4.95691682532893,1
14,0,-4.68483676682454,1.17130785735951,16.8537155543962,22.5198591086265,5.85614462418405,15.6824076970367,4.68483676682454,1
15,0,-4.50596672458425,0.812344091359988,16.7325401456124,23.0431535279355,5.31831081594424,15.9201960542524,4.50596672458425,1
16,0,-5.9514144089981,0.525510133143195,13.0562619721187,29.2312113689615,6.47692454214129,12.5307518389755,5.9514144089981,1
17,0,-4.6798296130201,2.47946706656575,17.2937060422052,26.2977240920868,7.15929667958584,14.8142389756395,4.6798296130201,1
18,0,-3.88782455116157,1.23641190695922,16.4364742596018,21.8140930031215,5.12423645812079,15.2000623526426,3.88782455116157,1
19,0,-4.21805141863994,2.13915063923487,19.6527090313665,26.4063501521914,6.35720205787482,17.5135583921316,4.21805141863994,1
20,0,-5.01958881391696,-0.686149326534053,15.0218573880205,24.659322603378,4.33343948738291,15.7080067145546,5.01958881391696,1
21,0,-5.20695989436577,1.4088971021679,14.0556959265584,23.7984239420827,6.61585699653367,12.6467988243905,5.20695989436577,1
22,0,-4.43807385749674,3.63532825605144,18.0988685895104,27.4098584687131,8.07340211354818,14.463540333459,4.43807385749674,1
23,0,-4.43103147930692,0.719195380347869,13.4458326117508,21.5995777735167,5.15022685965479,12.7266372314029,4.43103147930692,1
24,0,-5.90469950851927,1.64482358851273,13.394150166141,24.4532583936731,7.549523097032,11.7493265776282,5.90469950851927,1
25,0,-5.14103791180452,0.540194362815211,14.8791636687422,22.6845335805751,5.68123227461974,14.3389693059269,5.14103791180452,1
26,0,-5.14433166728533,0.774060714382645,14.1149645176198,21.2789303993689,5.91839238166797,13.3409038032372,5.14433166728533,1
27,0,-5.00122396349813,1.8593701748806,17.1354375161884,23.5286911494641,6.86059413837873,15.2760673413078,5.00122396349813,1
28,0,-3.5892962041776,2.87899035046561,15.8326768835274,27.0735536298461,6.46828655464321,12.9536865330618,3.5892962041776,1
29,0,-5.95175326525561,2.77716810327093,20.2899474774009,24.017251127544,8.72892136852655,17.51277937413,5.95175326525561,1
