"ID","tSS","tinf","tp","tc","Vp","Tp","Tc","Tincub","infected"
1,0,-3.66393914549339,2.68233906929433,17.3276391213452,31.2506253849739,6.34627821478772,14.6453000520509,3.66393914549339,1
2,0,-7.38375319676405,-1.50092536077571,14.1442364583123,24.9929063791012,5.88282783598835,15.645161819088,7.38375319676405,1
3,0,-3.4659134940161,3.21555053527103,22.1709956638521,30.7542729825755,6.68146402928712,18.9554451285811,3.4659134940161,1
4,0,-5.37589851012343,0.638806750168755,16.0238185380082,23.6140950151479,6.01470526029218,15.3850117878394,5.37589851012343,1
5,0,-5.06681069116432,0.683394437191733,15.3637725211368,25.7001353759985,5.75020512835605,14.6803780839451,5.06681069116432,1
6,0,-5.57020190374937,0.938744972411591,18.6484640981059,24.0910750591108,6.50894687616097,17.7097191256944,5.57020190374937,1
7,0,-5.64339560848206,-0.0854723017897605,14.8989906200008,20.8330712590796,5.5579233066923,14.9844629217905,5.64339560848206,1
8,0,-6.09793786452675,0.0606915251524676,13.1059336431913,31.5977713002571,6.15862938967922,13.0452421180388,6.09793786452675,1
9,0,-6.58090354825818,-0.788423538448233,12.0456742268188,26.6548828298675,5.79248000980994,12.8340977652671,6.58090354825818,1
10,0,-7.20858200390019,-0.190170857692307,14.4011018466255,20.8785496399913,7.01841114620788,14.5912727043178,7.20858200390019,1
11,0,-4.86964258732743,-0.26849240021421,12.3835758623602,29.2753129405863,4.60115018711322,12.6520682625744,4.86964258732743,1
12,0,-5.21817260269048,0.279723886327846,11.8953999367073,20.5552480923936,5.49789648901832,11.6156760503795,5.21817260269048,1
13,0,-4.95665804999387,0.63265947109804,13.217486516989,22.533085138647,5.58931752109191,12.584827045891,4.95665804999387,1
14,0,-6.22064203348483,-0.35311466423858,10.5229536288594,27.3652279066139,5.86752736924625,10.8760682930979,6.22064203348483,1
15,0,-4.09628538568785,0.294451768368266,13.9747843932683,24.2693166658352,4.39073715405611,13.6803326249,4.09628538568785,1
16,0,-4.74142644715367,0.736956214456292,17.3246675419564,20.9260469243601,5.47838266160996,16.5877113275001,4.74142644715367,1
17,0,-5.01351236870194,0.526940001548011,10.5012834854834,18.5051463879386,5.54045237024995,9.97434348393538,5.01351236870194,1
18,0,-4.17202162755482,2.48509698806722,17.2927363013129,25.0281779356608,6.65711861562204,14.8076393132457,4.17202162755482,1
19,0,-5.11699552194553,0.760910526772209,14.9466282257579,27.0260003434663,5.87790604871774,14.1857176989857,5.11699552194553,1
20,0,-5.08770090675415,1.40642497502687,15.782646257166,22.3523509683184,6.49412588178102,14.3762212821391,5.08770090675415,1
21,0,-3.98469767446513,2.90394297225661,18.304289616865,27.8781718400479,6.88864064672174,15.4003466446083,3.98469767446513,1
22,0,-5.48070385491405,-0.343459447129087,14.9160227793841,27.8247058289314,5.13724440778496,15.2594822265132,5.48070385491405,1
23,0,-5.55878710985568,0.199211333607785,17.7268134341113,22.6773445107131,5.75799844346347,17.5276021005035,5.55878710985568,1
24,0,-4.43908946069784,2.10500949491772,17.2671931488268,31.3019456545536,6.54409895561555,15.1621836539091,4.43908946069784,1
25,0,-4.6284042753193,0.0791816769453693,16.1210009527016,20.1559919727613,4.70758595226467,16.0418192757562,4.6284042753193,1
26,0,-4.04556057032556,1.82745251285679,18.8587430755103,18.0776812470917,5.87301308318235,17.0312905626535,4.04556057032556,1
27,0,-5.29773793007864,0.166013961767201,14.0796745154186,26.526886471606,5.46375189184585,13.9136605536514,5.29773793007864,1
